id,property_type,neighborhood,original_price,sale_price,days_to_sell,agent
4230,Apartment,Downtown,989663,1104292,32,David Williams
4231,House,West Seattle,1085962,1021296,86,Chris Taylor
4232,Apartment,Northgate,1447280,1559825,80,Lisa Jones
4233,Condo,Ballard,414613,421168,54,Sarah Smith
4234,Condo,Ballard,643967,705680,90,Tom Jones
4235,Condo,West Seattle,728521,734639,96,Lisa Smith
4236,Condo,South Lake Union,886993,811618,101,Mike Taylor
4237,Apartment,Beacon Hill,315650,311648,84,Sarah Taylor
4238,House,Northgate,1254457,1217254,67,Sarah Taylor
4239,Condo,South Lake Union,1222328,1423555,61,Sarah Jones
4240,Condo,Capitol Hill,1200072,1290252,50,Mike Brown
4241,Condo,Downtown,1230094,1246923,2,David Johnson
4242,Apartment,Capitol Hill,1334515,1360893,58,Lisa Johnson
4243,House,South Lake Union,830344,760574,94,John Williams
4244,House,Capitol Hill,1336448,1266922,58,Jane Smith
4245,House,Ballard,1450417,1554732,62,Sarah Johnson
4246,House,Beacon Hill,634008,750926,98,Laura Jones
4247,Apartment,Northgate,450558,493237,10,Lisa Wilson
4248,House,Beacon Hill,991711,981096,114,Jane Wilson
4249,Condo,Downtown,956250,992185,78,Emily Miller
4250,House,Ballard,636427,719119,56,Chris Smith
4251,Apartment,Northgate,704260,686742,89,Sarah Taylor
4252,Condo,Downtown,337667,365216,20,John Williams
4253,Condo,Ballard,874654,899441,35,Sarah Wilson
4254,Condo,Capitol Hill,668958,650765,108,Mike Davis
4255,House,West Seattle,445489,531937,45,Chris Johnson
4256,Apartment,West Seattle,560828,532442,63,Sarah Smith
4257,Condo,South Lake Union,1047792,1224846,27,Emily Williams
4258,House,West Seattle,1048733,1083833,24,Laura Davis
4259,House,West Seattle,415510,465712,75,David Wilson
4260,House,Capitol Hill,703125,827001,74,Tom Taylor
4261,Apartment,Beacon Hill,1404718,1547489,81,Emily Johnson
4262,House,Beacon Hill,1152011,1250693,31,Lisa Smith
4263,Condo,South Lake Union,948179,1115467,61,Mike Moore
4264,Condo,Ballard,496576,571723,98,David Williams
4265,Apartment,West Seattle,398279,392276,102,Emily Smith
4266,Condo,Capitol Hill,1412149,1385186,64,Tom Jones
4267,House,Downtown,1217389,1100843,1,Jane Brown
4268,Condo,Downtown,1265310,1295276,3,Chris Smith
4269,House,South Lake Union,1138134,1113612,50,Emily Johnson
4270,Apartment,Downtown,1232205,1190092,97,John Wilson
4271,Condo,Beacon Hill,387555,354291,91,Mike Brown
4272,Apartment,South Lake Union,745809,698128,76,Emily Smith
4273,Condo,Northgate,705386,709016,15,Chris Johnson
4274,House,Capitol Hill,746739,691189,26,Lisa Johnson
4275,House,Beacon Hill,806491,925785,76,Chris Miller
4276,Condo,Beacon Hill,894457,866639,56,Emily Johnson
4277,House,West Seattle,689367,783438,18,Emily Davis
4278,Condo,Downtown,550748,499872,45,Laura Williams
4279,Condo,Northgate,1422403,1631673,20,Chris Johnson
4280,House,Downtown,918776,1095876,14,Lisa Wilson
4281,Apartment,Capitol Hill,1219657,1268595,99,Emily Davis
4282,House,Ballard,387648,463611,3,Lisa Johnson
4283,House,Beacon Hill,1046546,1140646,75,Mike Brown
4284,Condo,Beacon Hill,1350290,1420810,89,Laura Johnson
4285,Apartment,Beacon Hill,1315186,1271104,25,Emily Wilson
4286,Condo,Ballard,404745,476941,57,Emily Wilson
4287,House,South Lake Union,1180233,1372766,78,Lisa Moore
4288,Condo,Capitol Hill,1328251,1285407,120,David Smith
4289,Condo,Ballard,1217820,1417189,104,Emily Davis
4290,House,Beacon Hill,348453,355934,27,David Wilson
4291,House,Beacon Hill,659575,773160,5,David Brown
4292,Apartment,Capitol Hill,1049669,1235043,96,David Johnson
4293,Apartment,Beacon Hill,1087974,991442,25,Lisa Wilson
4294,Apartment,West Seattle,820454,913778,42,John Jones
4295,Condo,Capitol Hill,397287,385631,71,David Williams
4296,Apartment,Northgate,896723,881249,53,Chris Smith
4297,House,Downtown,1386230,1387684,71,Emily Moore
4298,Apartment,Ballard,1046449,1143322,60,David Miller
4299,Apartment,Ballard,757672,720304,95,Chris Wilson
4300,House,Capitol Hill,920144,968842,69,Lisa Johnson
4301,Condo,Capitol Hill,804068,906001,51,Lisa Jones
4302,House,Ballard,456486,531337,30,Mike Moore
4303,House,Ballard,532476,488438,29,David Wilson
4304,Condo,Capitol Hill,1049132,1152994,15,John Brown
4305,Apartment,Downtown,691091,752209,63,Jane Smith
4306,Condo,Beacon Hill,972367,989072,46,John Davis
4307,House,Capitol Hill,1222019,1405261,54,Emily Wilson
4308,Condo,Beacon Hill,618615,626710,50,Laura Johnson
4309,Apartment,Beacon Hill,1491704,1760684,84,Tom Williams
4310,Condo,Beacon Hill,1154513,1184853,47,Laura Johnson
4311,Condo,Downtown,1207830,1105399,36,Mike Jones
4312,Apartment,South Lake Union,746197,695945,4,Chris Smith
4313,Apartment,West Seattle,1235539,1384757,74,Emily Johnson
4314,House,Ballard,1120740,1255158,119,Lisa Wilson
4315,Condo,Downtown,415544,378101,84,David Smith
4316,Apartment,South Lake Union,1446946,1707352,25,Emily Smith
4317,House,Capitol Hill,958347,970563,61,Emily Moore
4318,Condo,South Lake Union,1145438,1373017,85,Sarah Brown
4319,Apartment,Beacon Hill,1422529,1704625,15,Lisa Miller
4320,Condo,Northgate,368464,408406,56,Lisa Smith
4321,Condo,Ballard,956554,879966,50,Tom Williams
4322,Apartment,Northgate,709663,713956,34,Emily Johnson
4323,Apartment,Beacon Hill,352329,338244,72,Tom Taylor
4324,Condo,West Seattle,1360028,1438109,81,David Williams
4325,Condo,Northgate,553531,548979,95,John Davis
4326,House,West Seattle,1112324,1189677,24,Mike Brown
4327,Apartment,Northgate,983197,1002502,1,Jane Brown
4328,Condo,Northgate,1151743,1346302,94,Jane Brown
4329,Apartment,Ballard,676165,689241,56,Chris Brown
4330,House,Downtown,749189,827962,34,Lisa Jones
4331,House,Capitol Hill,764795,907509,63,Tom Taylor
4332,Condo,West Seattle,1083293,1239802,84,Tom Taylor
4333,Condo,Capitol Hill,990215,920806,63,Chris Miller
4334,Apartment,Downtown,779317,744079,37,Emily Davis
4335,House,Northgate,683041,785052,66,Tom Davis
4336,Apartment,South Lake Union,761220,843904,40,Emily Miller
4337,Condo,Downtown,776685,891877,114,Emily Johnson
4338,Apartment,Ballard,1321485,1398781,60,David Williams
4339,Condo,Downtown,748016,845873,115,David Johnson
4340,Apartment,South Lake Union,845053,929121,117,David Brown
4341,Apartment,Capitol Hill,1280248,1416070,105,Lisa Jones
4342,Condo,Ballard,567495,570557,48,Lisa Brown
4343,Apartment,West Seattle,1448213,1683575,29,Chris Williams
4344,Condo,South Lake Union,1243610,1125501,89,Chris Miller
4345,House,South Lake Union,701746,706989,97,Sarah Moore
4346,Apartment,West Seattle,990866,1165086,91,Laura Johnson
4347,House,West Seattle,1230707,1316297,67,David Williams
4348,House,Northgate,599927,633600,110,Mike Moore
4349,Apartment,Beacon Hill,1132393,1056629,53,Mike Miller
4350,House,Beacon Hill,1416164,1482836,29,Sarah Taylor
4351,Condo,Downtown,1071804,1046282,91,Emily Smith
4352,Condo,Northgate,451627,457005,93,Tom Davis
4353,Apartment,Capitol Hill,871508,895241,99,David Miller
4354,House,South Lake Union,848397,954098,49,John Williams
4355,House,South Lake Union,594689,552515,15,Mike Davis
4356,Apartment,Capitol Hill,1105744,1317985,99,John Brown
4357,Condo,Northgate,681680,621215,80,Lisa Smith
4358,Condo,Northgate,1379286,1297841,103,Lisa Jones
4359,Apartment,South Lake Union,359480,399747,38,David Brown
4360,House,Northgate,1045121,1051870,69,Laura Davis
4361,Condo,West Seattle,300041,275190,59,David Williams
4362,House,Downtown,849413,923645,66,Emily Smith
4363,House,South Lake Union,462683,417451,81,Lisa Jones
4364,Condo,South Lake Union,711735,771769,117,Sarah Wilson
4365,Apartment,Ballard,353871,405486,91,Laura Wilson
4366,House,Beacon Hill,359156,422614,79,David Smith
4367,House,Beacon Hill,1322329,1351482,82,Emily Johnson
4368,Condo,Ballard,1494860,1577192,53,Emily Wilson
4369,Apartment,Northgate,893825,860627,27,Tom Davis
4370,Apartment,Beacon Hill,923192,1001020,44,Emily Brown
4371,House,West Seattle,943828,913019,33,John Williams
4372,Apartment,Downtown,340223,342358,50,Chris Johnson
4373,Apartment,Ballard,1167679,1147734,105,Tom Davis
4374,Condo,Capitol Hill,544517,637411,6,Emily Moore
4375,Apartment,West Seattle,1030693,1224399,94,Jane Johnson
4376,Condo,West Seattle,1224373,1261936,8,John Davis
4377,Condo,South Lake Union,1173419,1341813,73,Emily Brown
4378,Condo,Downtown,790212,816016,1,Chris Smith
4379,House,Downtown,890509,1031110,37,John Johnson
4380,Apartment,Beacon Hill,949449,1082266,40,Tom Williams
4381,Condo,Capitol Hill,311478,327024,108,Lisa Moore
4382,Apartment,South Lake Union,793075,933213,118,Sarah Moore
4383,Apartment,Northgate,1199603,1399445,11,Tom Jones
4384,House,South Lake Union,1006369,977054,58,Lisa Brown
4385,House,Beacon Hill,344804,320074,38,Sarah Johnson
4386,Apartment,Downtown,1412425,1272235,27,David Williams
4387,Apartment,Ballard,1343241,1537365,79,David Davis
4388,Condo,Capitol Hill,1286582,1241833,29,Emily Jones
4389,Apartment,Northgate,1065519,1030588,33,David Williams
4390,Condo,West Seattle,1015942,1183076,65,Chris Taylor
4391,Apartment,Capitol Hill,601709,609085,64,David Williams
4392,Condo,Ballard,402890,471478,46,Jane Williams
4393,Condo,Ballard,302883,273885,22,Laura Smith
4394,Condo,Beacon Hill,1184960,1252611,67,Lisa Moore
4395,Apartment,Northgate,805377,880070,111,Lisa Johnson
4396,House,Beacon Hill,1479809,1530492,88,Sarah Williams
4397,Apartment,Capitol Hill,562218,548945,91,Sarah Taylor
4398,Condo,Northgate,1367759,1552741,83,Sarah Moore
4399,Apartment,Downtown,1123969,1318510,34,Laura Smith
4400,Condo,Downtown,788049,846603,106,John Miller
4401,House,Northgate,503577,492459,83,Mike Davis
4402,Apartment,South Lake Union,439967,419510,33,Emily Jones
4403,House,Ballard,1383719,1355106,63,Emily Williams
4404,House,West Seattle,396766,398347,100,Sarah Moore
4405,House,West Seattle,1444553,1605396,65,Mike Brown
4406,Condo,Ballard,983158,936780,44,Emily Williams
4407,Condo,West Seattle,1158460,1348572,21,Lisa Johnson
4408,Apartment,West Seattle,740311,872245,69,Tom Jones
4409,Apartment,Ballard,1249916,1338020,8,David Smith
4410,Apartment,South Lake Union,316940,331220,84,David Davis
4411,Apartment,Downtown,404203,394194,106,Lisa Jones
4412,Apartment,Capitol Hill,720592,680027,67,Mike Williams
4413,Condo,West Seattle,705539,826375,2,David Wilson
4414,Apartment,Downtown,783473,871473,27,Tom Taylor
4415,Condo,Beacon Hill,1293171,1547848,90,Laura Davis
4416,Apartment,Beacon Hill,403068,416121,79,Emily Wilson
4417,Apartment,West Seattle,847398,829279,87,Chris Johnson
4418,Condo,South Lake Union,1114304,1133458,84,Jane Johnson
4419,House,Capitol Hill,1394294,1636828,116,Chris Smith
4420,Apartment,Northgate,774290,859564,113,John Wilson
4421,Condo,Downtown,1343096,1232850,76,Mike Jones
4422,House,Northgate,1360207,1308787,89,Chris Jones
4423,House,Capitol Hill,480854,561213,101,Jane Davis
4424,House,Downtown,1069669,1150563,10,Chris Moore
4425,Condo,Beacon Hill,531779,543429,106,Tom Jones
4426,House,Ballard,796415,829574,81,Lisa Johnson
4427,Apartment,Beacon Hill,1043620,1088456,3,Tom Smith
4428,House,Downtown,437052,479593,40,Lisa Moore
4429,Condo,Downtown,934586,880130,12,Laura Jones
4430,House,Capitol Hill,590561,603735,69,John Davis
4431,Apartment,West Seattle,940515,878578,30,Jane Taylor
4432,Condo,Ballard,497006,487378,70,Mike Davis
4433,Condo,Ballard,1362993,1265455,83,Chris Brown
4434,House,Capitol Hill,864241,823924,80,David Johnson
4435,Apartment,South Lake Union,882152,869956,38,Tom Williams
4436,House,Ballard,359075,375161,110,Jane Taylor
4437,Apartment,Northgate,464487,425929,59,Laura Jones
4438,Condo,Downtown,490947,470936,96,Emily Miller
4439,House,West Seattle,852776,812454,18,Tom Jones
4440,Condo,Downtown,468953,516299,101,Mike Brown
4441,House,West Seattle,718191,807673,1,Chris Smith
4442,House,Beacon Hill,399122,461864,12,Mike Davis
4443,Condo,Ballard,992576,986763,118,Laura Taylor
4444,Condo,Capitol Hill,797681,796841,58,Sarah Wilson
4445,Condo,South Lake Union,694125,685054,14,Chris Wilson
4446,Apartment,Beacon Hill,526522,565341,35,David Williams
4447,House,Downtown,772455,757647,3,Chris Smith
4448,Apartment,Downtown,360827,349313,120,Sarah Moore
4449,House,Northgate,497260,531043,1,David Williams
4450,House,Beacon Hill,1398047,1437729,79,Chris Taylor
4451,Condo,West Seattle,1409357,1504520,15,John Miller
4452,House,Downtown,1067283,1176074,106,Emily Johnson
4453,House,Downtown,511215,586758,28,Lisa Johnson
4454,Apartment,South Lake Union,541901,545094,69,Chris Wilson
4455,House,South Lake Union,976796,1037429,47,Chris Miller
4456,Condo,Capitol Hill,1329780,1373209,15,David Williams
4457,Condo,Downtown,473144,495318,63,David Williams
4458,Apartment,South Lake Union,719782,672715,80,Chris Jones
4459,Apartment,Beacon Hill,755999,827821,16,Emily Miller
4460,Condo,South Lake Union,470555,519135,50,Emily Wilson
4461,Apartment,Ballard,1023795,964177,35,Tom Williams
4462,House,Beacon Hill,427858,491676,24,Chris Miller
4463,House,Capitol Hill,820231,790849,83,David Williams
4464,Condo,Northgate,1388053,1641853,35,Jane Brown
4465,Condo,Downtown,1246805,1421023,26,Chris Moore
4466,Condo,Capitol Hill,968990,921619,57,Chris Johnson
4467,Apartment,Downtown,1448062,1547653,118,Emily Smith
4468,House,Ballard,774302,760765,119,John Moore
4469,House,Downtown,411762,399676,85,Chris Smith
4470,Apartment,West Seattle,1197906,1105780,56,Chris Moore
4471,House,Capitol Hill,1430162,1332211,119,Emily Jones
4472,Apartment,Ballard,1432574,1513371,92,Lisa Smith
4473,House,Ballard,326420,308836,24,Mike Williams
4474,House,Ballard,1297122,1275638,25,Sarah Moore
4475,Condo,Ballard,1363162,1543714,37,David Davis
4476,House,West Seattle,1177405,1129515,10,Tom Davis
4477,Condo,Beacon Hill,1001483,1054223,43,David Williams
4478,Apartment,Capitol Hill,639949,649457,64,Mike Taylor
4479,Condo,Beacon Hill,887433,912864,22,Lisa Moore
4480,Apartment,Downtown,504582,578636,33,David Davis
4481,Condo,Capitol Hill,722073,773904,80,John Brown
4482,Apartment,Downtown,1068587,1276349,90,Mike Miller
4483,Condo,Northgate,1448424,1448567,15,Mike Miller
4484,Apartment,Downtown,859838,859798,17,Chris Smith
4485,Apartment,Downtown,500025,567039,24,Emily Williams
4486,House,Downtown,313647,358499,94,Chris Taylor
4487,Apartment,South Lake Union,599183,561658,39,Tom Taylor
4488,Condo,Ballard,367123,339915,19,Sarah Davis
4489,Condo,South Lake Union,480678,551995,56,Laura Davis
4490,Apartment,Downtown,775966,884976,95,Chris Taylor
4491,Apartment,South Lake Union,504699,486749,104,Sarah Johnson
4492,Condo,Beacon Hill,1096973,1003818,14,Emily Williams
4493,Condo,South Lake Union,329241,324258,26,Chris Johnson
4494,Apartment,Northgate,1241734,1361407,15,Laura Taylor
4495,Apartment,Downtown,495240,553066,64,Laura Brown
4496,House,Beacon Hill,1367888,1533297,113,John Miller
4497,Apartment,West Seattle,1347725,1546751,97,Mike Taylor
4498,Condo,Capitol Hill,999182,1179423,46,Laura Taylor
4499,Apartment,Northgate,533204,569191,73,Jane Johnson
4500,Condo,West Seattle,803038,771203,8,Tom Jones
4501,Apartment,Ballard,747000,673231,60,Chris Miller
4502,Apartment,Northgate,738753,785320,80,John Williams
4503,House,Northgate,885388,1006192,12,Lisa Johnson
4504,Apartment,Northgate,795043,751153,24,Chris Moore
4505,House,Ballard,1418373,1405318,111,Sarah Taylor
4506,House,Northgate,1383151,1643374,70,Emily Johnson
4507,House,Capitol Hill,918321,922729,43,Mike Miller
4508,Condo,Capitol Hill,1384536,1567644,113,David Miller
4509,Condo,Ballard,743515,742136,62,Sarah Taylor
4510,Apartment,West Seattle,1340563,1295702,8,Sarah Jones
4511,Apartment,Northgate,930503,884563,41,Emily Davis
4512,Apartment,Ballard,1178105,1277537,43,John Williams
4513,House,Ballard,1104925,1002971,101,Mike Moore
4514,Condo,South Lake Union,1314339,1279058,112,Jane Smith
4515,Apartment,Ballard,885248,996502,89,Emily Johnson
4516,Apartment,Northgate,1025635,1225781,99,John Johnson
4517,House,Capitol Hill,1233668,1327373,108,John Miller
4518,Apartment,Ballard,810734,944794,107,Jane Smith
4519,Apartment,West Seattle,305015,307044,105,David Williams
4520,House,Downtown,553001,501369,101,Mike Wilson
4521,House,Ballard,462202,459599,63,Laura Davis
4522,Condo,Ballard,715993,718551,8,Chris Miller
4523,House,Northgate,1266010,1423314,72,Sarah Moore
4524,House,West Seattle,501189,469207,102,Laura Johnson
4525,Apartment,Downtown,971574,1121400,15,Lisa Davis
4526,Condo,Ballard,1197625,1226142,117,Chris Miller
4527,Condo,Ballard,785544,881860,50,Laura Johnson
4528,Apartment,Beacon Hill,1044576,1188222,17,Sarah Brown
4529,House,Downtown,850086,825853,87,Jane Williams
4530,Apartment,South Lake Union,1119239,1119209,46,David Wilson
4531,House,Ballard,797151,940723,3,Sarah Williams
4532,House,West Seattle,996611,1158539,89,Jane Smith
4533,Apartment,South Lake Union,320535,299757,20,John Taylor
4534,Apartment,Downtown,1495654,1484481,108,Lisa Jones
4535,Apartment,South Lake Union,1321450,1367755,35,John Williams
4536,Condo,Northgate,960354,1026447,70,Laura Williams
4537,Condo,South Lake Union,1129299,1073888,16,Tom Davis
4538,Condo,South Lake Union,1254462,1465871,9,Chris Johnson
4539,Condo,Downtown,773504,770468,74,Emily Wilson
4540,House,Downtown,1105650,1252145,35,Sarah Wilson
4541,Condo,West Seattle,326313,297160,112,Emily Davis
4542,House,Northgate,856042,795497,90,Emily Moore
4543,Apartment,South Lake Union,497523,503024,87,Chris Miller
4544,Apartment,South Lake Union,1256191,1135400,90,Emily Jones
4545,Condo,Northgate,1195559,1253628,92,Emily Wilson
4546,Apartment,Ballard,328016,368831,24,Mike Brown
4547,Condo,Capitol Hill,542294,602415,63,David Miller
4548,Apartment,Capitol Hill,1178681,1399820,65,Tom Williams
4549,House,Beacon Hill,549750,629359,72,Tom Wilson
4550,House,West Seattle,1311194,1519708,89,Laura Miller
4551,Apartment,South Lake Union,1078744,1197955,80,Laura Taylor
4552,Condo,Northgate,580461,610144,96,Laura Smith
4553,Condo,Northgate,950098,1019712,109,Mike Brown
4554,Apartment,Capitol Hill,777555,709416,70,Emily Davis
4555,Condo,Downtown,1088062,1041530,42,Jane Brown
4556,Condo,Downtown,1410654,1576014,90,Tom Taylor
4557,Apartment,Ballard,1239527,1385669,48,Lisa Moore
4558,Apartment,Capitol Hill,923389,890496,2,David Williams
4559,Apartment,Capitol Hill,1274170,1263756,119,Lisa Jones
4560,Condo,Northgate,1093600,988443,71,Jane Davis
4561,Apartment,Capitol Hill,1186494,1109807,109,David Davis
4562,House,Beacon Hill,597412,555250,97,Lisa Moore
4563,Apartment,Capitol Hill,391095,400503,71,Sarah Smith
4564,Apartment,South Lake Union,374814,356190,106,Sarah Taylor
4565,House,Beacon Hill,594718,655041,21,Jane Wilson
4566,Condo,Beacon Hill,1339069,1572761,98,Chris Johnson
4567,Condo,Ballard,870350,845012,105,Sarah Wilson
4568,Condo,Beacon Hill,323822,299504,97,Emily Johnson
4569,Condo,Capitol Hill,1192344,1085025,85,Laura Miller
4570,House,Northgate,531357,478727,31,Mike Brown
4571,House,Downtown,758083,822455,54,Chris Brown
4572,Apartment,Northgate,1116847,1208604,57,Lisa Moore
4573,House,Capitol Hill,964531,1069797,76,Sarah Smith
4574,Apartment,South Lake Union,1116961,1226643,39,Lisa Jones
4575,Condo,Downtown,585681,646361,77,Sarah Taylor
4576,Condo,Beacon Hill,1270145,1346254,104,Tom Jones
4577,House,Northgate,1309292,1220571,34,Emily Smith
